37,37,40,37,33,35,37,38,37,35,33,33,35,37,37,35,35,33,33,33
33,30,28,28,21,35,33,30,33,28,21,30,23,37,30,30,23,25,33,28
28,21,20,21,18,26,21,21,25,20,16,21,14,28,21,18,20,21,26,25
16,13,20,16,14,14,16,14,16,16,16,14,14,16,13,14,16,16,14,21
0,8,7,0,6,1,0,6,0,7,0,6,1,4,8,1,7,0,6,0
