37,37,40,37,33,35,37,38,37,35,33,33,35,37,37,35,35,33,33,33
21,33,32,33,26,35,33,30,25,32,25,21,35,28,30,30,32,28,33,28
21,21,23,21,18,26,25,21,21,20,21,18,26,20,21,23,20,25,26,16
13,18,16,16,14,14,16,14,16,16,16,14,14,16,13,14,16,16,14,13
0,8,7,0,6,1,0,6,0,7,0,6,1,4,8,1,7,0,6,0

